frame_index,x_pos_mm,y_pos_mm,u_vel_mm/sec,v_vel_mm/sec,sig2noise
10,9.039,5.1951,1.1319,-1.004,1.5268
10,9.2846,5.4434,1.0966,-1.0568,1.3707
10,9.5306,5.693,1.0327,-1.0648,1.2665
10,4.3,0.74284,-0.1008,-0.17643,1.4108
10,4.511,0.96976,-0.053891,-0.42276,1.5407
10,4.7225,1.1962,0.070938,-0.5881,1.3672
10,4.9348,1.4225,0.23145,-0.7239,1.4657
10,5.148,1.6486,0.28268,-0.74637,1.5195
10,5.3623,1.8749,0.2232,-0.67685,1.3744
10,5.5779,2.1016,0.24192,-0.67091,1.4044
10,5.795,2.3288,0.31929,-0.70062,1.4851
10,6.0137,2.5567,0.41161,-0.72501,1.377
10,6.2342,2.7855,0.46397,-0.71631,1.2613
10,6.4566,3.0155,0.44966,-0.75593,1.3366
10,6.6811,3.2467,0.48902,-0.79609,1.3674
10,6.9078,3.4793,0.51999,-0.79589,1.2066
10,7.1368,3.7136,0.64094,-0.80025,1.2938
10,7.3681,3.9496,0.68014,-0.85539,1.3794
10,7.6018,4.1875,0.92594,-0.93757,1.2796
10,7.8379,4.4273,0.87642,-0.82427,1.317
10,8.0762,4.6691,0.9453,-0.88782,1.382
10,8.3167,4.9129,0.98439,-0.90182,1.3924
10,8.5591,5.1587,1.1569,-1.0811,1.2754
10,8.8031,5.4062,1.1577,-1.0829,1.2902
10,9.0484,5.6554,1.14,-1.0417,1.2917
10,9.2944,5.906,1.0472,-1.098,1.2444
10,4.0808,0.95045,-0.11334,-0.11449,1.4484
10,4.2914,1.177,-0.030249,-0.36436,1.654
10,4.5024,1.4031,0.046129,-0.53353,1.5149
10,4.7142,1.629,0.1484,-0.65835,1.6165
10,4.9268,1.8549,0.2287,-0.72225,1.3325
10,5.1404,2.081,0.28618,-0.70671,1.3813
10,5.3554,2.3076,0.20897,-0.65495,1.4373
10,5.5717,2.5347,0.2015,-0.6501,1.4058
10,5.7896,2.7626,0.3576,-0.73462,1.3878
10,6.0092,2.9915,0.37178,-0.73479,1.258
10,6.2307,3.2215,0.35235,-0.72514,1.3846
10,6.4543,3.4529,0.46074,-0.79848,1.3955
10,6.68,3.6858,0.52692,-0.92453,1.3194
10,6.908,3.9204,0.62324,-0.73218,1.2348
10,7.1384,4.1568,0.67343,-0.83254,1.1417
10,7.3711,4.3951,0.80846,-0.91213,1.2944
10,7.6063,4.6354,0.8603,-0.89044,1.3062
10,7.8437,4.8778,0.91652,-0.94678,1.4355
10,8.0834,5.1223,0.99977,-0.98167,1.2743
10,8.3251,5.3688,1.1274,-1.0225,1.3626
10,8.5686,5.6172,1.0057,-1.0045,1.3023
10,8.8134,5.8673,1.1043,-1.031,1.4409
10,9.0591,6.1188,1.0741,-1.034,0
10,3.8627,1.1569,-0.018312,-0.33886,1.024
10,4.0729,1.383,-0.062575,-0.21433,1.4942
10,4.2835,1.6088,0.057832,-0.4453,1.4056
10,4.4948,1.8345,0.11434,-0.59106,1.3426
10,4.7069,2.0602,0.20913,-0.65737,1.4867
10,4.9199,2.2862,0.26421,-0.6532,1.3265
10,5.1342,2.5127,0.27992,-0.66426,1.4414
10,5.3498,2.7398,0.2761,-0.66063,1.4985
10,5.5669,2.9678,0.32286,-0.70271,1.3785
10,5.7857,3.1967,0.33404,-0.72399,1.3825
10,6.0064,3.427,0.33896,-0.72168,1.3878
10,6.2291,3.6586,0.44538,-0.75039,1.4063
10,6.4539,3.8918,0.5081,-0.78905,1.5016
10,6.6809,4.1268,0.62112,-0.75226,1.2552
10,6.9103,4.3636,0.64618,-0.8084,1.1771
10,7.1421,4.6024,0.67422,-0.94115,1.3635
10,7.3763,4.8433,0.74366,-0.91238,1.4045
10,7.6128,5.0863,0.91702,-0.96892,1.4671
10,7.8517,5.3315,0.96001,-0.95187,1.2878
10,8.0926,5.5788,1.0334,-0.94293,1.1647
10,8.3353,5.828,1.0922,-1.0575,1.2851
10,8.5796,6.079,1.1152,-0.99203,1.342
10,8.8249,6.3316,1.0155,-1.0213,1.2097
10,3.6455,1.3622,-0.0066084,-0.32652,1.0056
10,3.8554,1.5881,-0.095222,-0.21208,1.5085
10,4.0657,1.8136,0.060212,-0.42789,1.0309
10,4.2765,2.0391,0.0139,-0.54177,1.3608
10,4.4881,2.2647,0.2619,-0.61825,1.3592
10,4.7006,2.4907,0.21975,-0.6241,1.3289
10,4.9142,2.7171,0.37885,-0.53803,1.4947
10,5.1292,2.9443,0.28867,-0.62186,1.2951
10,5.3456,3.1723,0.21868,-0.63416,1.3869
10,5.5636,3.4015,0.27023,-0.65699,1.3825
10,5.7835,3.632,0.33926,-0.6734,1.5217
10,6.0053,3.8639,0.3972,-0.70485,1.4559
10,6.2292,4.0975,0.46708,-0.78328,1.4442
10,6.4553,4.3328,0.52103,-0.75931,1.4604
10,6.6838,4.5702,0.58825,-0.83364,1.1422
10,6.9146,4.8095,0.6052,-0.93165,1.1779
10,7.1478,5.0511,0.70283,-0.89293,1.4447
10,7.3834,5.2948,0.90307,-1.0141,1.3441
10,7.6213,5.5407,0.88564,-0.9369,1.338
10,7.8614,5.7888,0.90077,-0.90201,1.2172
10,8.1034,6.0389,0.99075,-0.94686,1.2631
10,8.347,6.2909,1.0292,-0.95827,1.3108
10,8.5918,6.5444,1.0535,-1.0565,1.3774
10,3.4291,1.5667,0.0088742,-0.32416,1.0009
10,3.6387,1.7923,-0.047931,-0.2324,1.3079
10,3.8487,2.0177,0.032702,-0.36671,1.4883
10,4.0591,2.243,0.080392,-0.48069,1.3456
10,4.2703,2.4686,0.21686,-0.58394,1.4469
10,4.4823,2.6945,0.25226,-0.61655,1.4477
10,4.6954,2.921,0.31723,-0.61019,1.435
10,4.9097,3.1483,0.2979,-0.69453,1.4701
10,5.1254,3.3765,0.2461,-0.62685,1.4427
10,5.3428,3.6059,0.25889,-0.65554,1.4045
10,5.5619,3.8367,0.29476,-0.6348,1.332
10,5.7828,4.069,0.30164,-0.61782,1.3018
10,6.0059,4.303,0.34415,-0.70622,1.3492
10,6.2311,4.5388,0.45408,-0.78933,1.3902
10,6.4586,4.7767,0.59449,-0.79419,1.2713
10,6.6885,5.0167,0.5804,-0.83397,1.2281
10,6.9208,5.2589,0.66017,-0.88798,1.5053
10,7.1554,5.5033,0.80455,-0.91037,1.2368
10,7.3924,5.7501,0.84351,-0.98113,1.3777
10,7.6316,5.999,0.73808,-1.3801,1.2508
10,7.8728,6.2501,0.95474,-0.88613,1.2938
10,8.1157,6.503,0.96131,-1.0176,1.1102
10,8.3598,6.7575,1.0406,-1.1502,1.3468
10,3.2132,1.7704,0.024954,-0.3171,1.0043
10,3.4227,1.9958,0.043817,-0.35316,1.0257
10,3.6324,2.2211,0.041139,-0.34311,1.4464
10,3.8425,2.4464,0.14049,-0.4521,1.5272
10,4.0533,2.6719,0.19698,-0.50833,1.5054
10,4.2649,2.8979,0.20845,-0.5039,1.5039
10,4.4775,3.1245,0.20556,-0.57668,1.3139
10,4.6912,3.352,0.22887,-0.63737,1.4718
10,4.9063,3.5804,0.22357,-0.65321,1.3725
10,5.123,3.8101,0.26083,-0.63931,1.3311
10,5.3413,4.0413,0.27697,-0.65718,1.3669
10,5.5616,4.274,0.33675,-0.71781,1.3232
10,5.7838,4.5085,0.39172,-0.74368,1.2842
10,6.0081,4.7449,0.41645,-0.84073,1.3978
10,6.2347,4.9833,0.4995,-0.80317,1.3662
10,6.4637,5.224,0.62515,-0.88211,1.3944
10,6.695,5.4669,0.61146,-0.88679,1.3606
10,6.9287,5.7121,0.71546,-0.87277,1.4314
10,7.1648,5.9597,0.83961,-0.99143,1.3809
10,7.403,6.2096,0.85439,-1.0403,1.2573
10,7.6434,6.4615,0.9047,-0.9808,1.3214
10,7.8854,6.7155,0.92993,-0.9407,1.3561
10,8.1289,6.971,1.0361,-1.0497,1.3005
10,2.9978,1.9735,0.043218,-0.30686,1.0017
10,3.2071,2.1988,0.063734,-0.33883,1.0018
10,3.4166,2.424,0.029137,-0.31344,1.3266
10,3.6265,2.6493,0.12837,-0.42359,1.566
10,3.837,2.8749,0.15015,-0.52166,1.3877
10,4.0482,3.101,0.19225,-0.52021,1.4802
10,4.2603,3.3278,0.20292,-0.56416,1.4218
10,4.4736,3.5555,0.26089,-0.66895,1.4708
10,4.6881,3.7843,0.21953,-0.59638,1.4342
10,4.9041,4.0143,0.31771,-0.73498,1.4552
10,5.1218,4.2459,0.32304,-0.72927,1.4385
10,5.3413,4.4791,0.37021,-0.7755,1.3431
10,5.5627,4.7141,0.40805,-0.75251,1.348
10,5.7862,4.9511,0.36713,-0.81696,1.4676
10,6.012,5.1902,0.35614,-0.76673,1.4436
10,6.24,5.4316,0.54084,-1.0275,1.4978
10,6.4704,5.6753,0.54132,-0.89037,1.2586
10,6.7032,5.9214,0.59571,-0.89327,1.4238
10,6.9383,6.1698,0.74387,-0.94709,1.3292
10,7.1756,6.4206,0.76776,-0.98922,1.4952
10,7.415,6.6735,0.92566,-1.0089,1.2624
10,7.6563,6.9284,0.97451,-0.931,1.2305
10,7.8989,7.185,0.89279,-1.065,1.2363
10,2.7826,2.1763,0.058661,-0.2885,1.0015
10,2.9918,2.4015,0.079045,-0.32014,1.0096
10,3.2012,2.6267,0.056243,-0.27719,1.4928
10,3.4109,2.8521,0.13856,-0.41397,1.7141
10,3.6211,3.0778,0.13653,-0.48552,1.5277
10,3.832,3.304,0.21453,-0.45988,1.5761
10,4.0437,3.5311,0.2163,-0.50984,1.4747
10,4.2565,3.7591,0.18403,-0.5525,1.4522
10,4.4706,3.9882,0.21318,-0.56511,1.4551
10,4.686,4.2187,0.21159,-0.63708,1.4259
10,4.9031,4.4507,0.22109,-0.63864,1.3703
10,5.1218,4.6844,0.23673,-0.63068,1.3462
10,5.3425,4.92,0.32822,-0.782,1.491
10,5.5653,5.1577,0.32978,-0.85962,1.4226
10,5.7902,5.3975,0.37841,-0.87854,1.4916
10,6.0174,5.6397,0.43622,-0.95057,1.4261
10,6.2469,5.8842,0.47707,-0.79156,1.3623
10,6.4787,6.1311,0.4808,-0.82674,1.3293
10,6.7129,6.3805,0.72456,-0.94214,1.226
10,6.9493,6.6322,0.75506,-0.98885,1.2847
10,7.1878,6.8861,0.8712,-1.0089,1.3505
10,7.4281,7.142,0.84573,-1.0519,1.0882
10,7.6699,7.3996,0.85197,-1.1948,1.2017
10,2.5674,2.3787,0.067219,-0.25847,1.0046
10,2.7767,2.604,0.083422,-0.29203,1.0985
10,2.986,2.8292,0.079233,-0.28271,1.333
10,3.1955,3.0547,0.13882,-0.40836,2.0193
10,3.4055,3.2806,0.13877,-0.42085,1.756
10,3.6161,3.5071,0.17985,-0.49327,1.5484
10,3.8275,3.7345,0.1846,-0.51127,1.4989
10,4.0399,3.9628,0.18318,-0.53384,1.4161
10,4.2535,4.1924,0.25021,-0.63652,1.4018
10,4.4685,4.4233,0.23172,-0.64771,1.4685
10,4.6849,4.6559,0.2187,-0.63602,1.475
10,4.9031,4.8902,0.2642,-0.61933,1.3708
10,5.1231,5.1265,0.22361,-0.75254,1.5368
10,5.3451,5.3649,0.28618,-0.7589,1.5688
10,5.5692,5.6055,0.42227,-0.73017,1.3942
10,5.7955,5.8484,0.45291,-0.85391,1.2701
10,6.0242,6.0938,0.41403,-0.94317,1.4268
10,6.2551,6.3416,0.5153,-0.91612,1.3034
10,6.4883,6.5919,0.61507,-0.94926,1.2959
10,6.7238,6.8446,0.74477,-1.0629,1.3296
10,6.9614,7.0995,0.78773,-1.1137,1.3808
10,7.2008,7.3564,0.93252,-1.1941,1.3675
10,7.4417,7.615,0.84368,-1.1058,1.1297
10,2.3522,2.5811,0.072869,-0.2188,1.0165
10,2.5615,2.8064,0.054553,-0.18567,1.3431
10,2.7707,3.0318,0.088018,-0.2413,1.7546
10,2.9802,3.2575,0.15519,-0.38209,1.6433
10,3.19,3.4836,0.15623,-0.37644,1.7867
10,3.4004,3.7104,0.17887,-0.5072,1.5274
10,3.6116,3.9381,0.20357,-0.57027,1.3847
10,3.8237,4.1669,0.14157,-0.5361,1.3595
10,4.0368,4.3969,0.14967,-0.53882,1.372
10,4.2513,4.6284,0.14336,-0.61093,1.5147
10,4.4672,4.8616,0.18376,-0.63483,1.5782
10,4.6848,5.0966,0.19502,-0.65852,1.529
10,4.9042,5.3336,0.24667,-0.7683,1.5974
10,5.1255,5.5727,0.25129,-0.83119,1.4917
10,5.3489,5.8141,0.2304,-0.71135,1.3087
10,5.5744,6.058,0.36524,-0.82425,1.2575
10,5.8022,6.3042,0.38289,-0.95891,1.397
10,6.0322,6.553,0.45675,-0.99799,1.2318
10,6.2646,6.8043,0.5531,-1.0286,1.3662
10,6.4991,7.058,0.6551,-0.99468,1.4196
10,6.7357,7.3139,0.70965,-1.0512,1.374
10,6.9742,7.5718,0.80397,-1.0468,1.3581
10,7.2142,7.8313,0.81957,-1.1808,1.1596
10,2.1367,2.7836,0.078539,-0.17734,1.0431
10,2.346,3.009,0.039455,-0.16271,1.3648
10,2.5553,3.2346,0.10173,-0.2298,1.6231
10,2.7648,3.4605,0.09922,-0.33955,1.6588
10,2.9745,3.687,0.1501,-0.38418,1.8111
10,3.1848,3.9141,0.15246,-0.44447,1.5528
10,3.3957,4.1423,0.17125,-0.53376,1.522
10,3.6075,4.3715,0.16971,-0.46759,1.5501
10,3.8203,4.6021,0.14034,-0.48873,1.4422
10,4.0344,4.8342,0.1723,-0.62744,1.3255
10,4.2498,5.068,0.18128,-0.66249,1.4958
10,4.4669,5.3037,0.14643,-0.70236,1.3339
10,4.6857,5.5415,0.28472,-0.6005,1.3125
10,4.9063,5.7814,0.22182,-0.81297,1.2866
10,5.129,6.0237,0.25027,-0.84588,1.2999
10,5.3538,6.2684,0.31112,-0.84201,1.2856
10,5.5808,6.5157,0.38787,-0.92661,1.5365
10,5.81,6.7654,0.50476,-0.97821,1.2411
10,6.0414,7.0177,0.49124,-1.0049,1.316
10,6.2751,7.2723,0.5709,-1.0523,1.3685
10,6.5108,7.5292,0.69944,-1.2166,1.3327
10,6.7483,7.7881,0.87787,-1.1296,1.2235
10,6.9874,8.0486,0.78626,-1.2204,1.2297
10,1.9207,2.9864,0.092574,-0.14638,1.0207
10,2.1302,3.212,0.015262,-0.031807,1.4055
10,2.3396,3.4378,0.10827,-0.21126,1.5823
10,2.5491,3.664,0.12492,-0.29928,1.627
10,2.7588,3.8908,0.12108,-0.36945,1.7056
10,2.9689,4.1184,0.15855,-0.41151,1.636
10,3.1797,4.347,0.13738,-0.4489,1.4499
10,3.3912,4.5768,0.068693,-0.61555,1.3768
10,3.6038,4.808,0.16061,-0.56393,1.3896
10,3.8175,5.0408,0.162,-0.5677,1.2961
10,4.0326,5.2753,0.12295,-0.64487,1.4632
10,4.2491,5.5118,0.10887,-0.68269,1.3321
10,4.4674,5.7503,0.15944,-0.76854,1.2651
10,4.6874,5.9912,0.17961,-0.80174,1.3915
10,4.9094,6.2344,0.19279,-0.92218,1.3643
10,5.1335,6.48,0.22649,-0.84294,1.3471
10,5.3597,6.7282,0.42386,-0.87163,1.2848
10,5.5881,6.979,0.40608,-0.90676,1.3955
10,5.8187,7.2322,0.50059,-1.0133,1.3246
10,6.0515,7.4879,0.50915,-0.95514,1.2899
10,6.2863,7.7458,0.43414,-1.053,1.1841
10,6.5229,8.0056,0.61209,-1.008,1.2785
10,6.761,8.267,0.71924,-1.1576,1.2918
10,1.704,3.1895,0.038051,-0.012649,1.3441
10,1.9138,3.4154,0.10834,-0.081469,1.6414
10,2.1233,3.6415,0.14748,-0.17278,1.7042
10,2.3329,3.8681,0.1198,-0.28291,1.4884
10,2.5426,4.0953,0.17188,-0.38027,1.5324
10,2.7527,4.3234,0.17424,-0.39282,1.6148
10,2.9633,4.5526,0.15268,-0.44655,1.4537
10,3.1747,4.783,0.10266,-0.62383,1.3655
10,3.3871,5.0148,0.12781,-0.54816,1.4229
10,3.6005,5.2483,0.16328,-0.56936,1.3912
10,3.8152,5.4836,0.15016,-0.64751,1.5915
10,4.0313,5.7209,0.10284,-0.71339,1.4767
10,4.2491,5.9603,0.14194,-0.74278,1.4134
10,4.4686,6.2021,0.19173,-0.92597,1.4902
10,4.69,6.4462,0.25128,-0.93902,1.3578
10,4.9134,6.6929,0.24703,-0.87481,1.402
10,5.1389,6.9421,0.27522,-0.8604,1.3713
10,5.3666,7.1938,0.31619,-0.98059,1.3974
10,5.5963,7.4481,0.37504,-1.2541,1.4292
10,5.8282,7.7048,0.50086,-1.0724,1.553
10,6.0621,7.9636,0.54588,-1.1566,1.332
10,6.2978,8.2244,0.60872,-1.1145,1.3705
10,6.535,8.4866,0.64845,-1.1114,1.2838
10,1.4865,3.3932,0.10896,-0.051308,1.829
10,1.6966,3.6194,0.17504,-0.14526,1.4859
10,1.9063,3.8459,0.16249,-0.16892,1.5759
10,2.116,4.0729,0.15277,-0.2537,1.5926
10,2.3258,4.3006,0.15781,-0.3831,1.6585
10,2.5359,4.5293,0.1319,-0.39513,1.6913
10,2.7465,4.759,0.13124,-0.42493,1.6806
10,2.9578,4.9901,0.16343,-0.46273,1.4091
10,3.17,5.2227,0.16086,-0.56736,1.3995
10,3.3832,5.457,0.10411,-0.60771,1.4218
10,3.5976,5.6931,-0.011292,-0.8309,1.1758
10,3.8133,5.9312,0.11785,-0.7155,1.5367
10,4.0307,6.1716,0.13754,-0.73695,1.5222
10,4.2497,6.4143,0.068644,-0.90071,1.3752
10,4.4706,6.6594,0.16667,-0.8862,1.3121
10,4.6934,6.9071,0.20744,-1.0239,1.2748
10,4.9182,7.1573,0.27778,-0.99411,1.3563
10,5.1451,7.4101,0.32667,-1.0393,1.0762
10,5.3741,7.6654,0.4099,-1.2077,1.3581
10,5.6051,7.9231,0.4518,-1.0648,1.255
10,5.8381,8.1829,0.4945,-1.093,1.2649
10,6.0729,8.4445,0.56211,-1.1392,1.3671
10,6.3091,8.7075,0.71638,-1.2468,1.2502
10,1.2681,3.5977,0.19902,-0.016199,1.3274
10,1.4784,3.8243,0.18008,-0.136,1.4888
10,1.6884,4.0512,0.19733,-0.17795,1.4251
10,1.8983,4.2787,0.17234,-0.26039,1.6734
10,2.1083,4.507,0.16578,-0.36059,1.5558
10,2.3185,4.7362,0.12629,-0.37403,1.5751
10,2.5291,4.9667,0.11789,-0.39992,1.6907
10,2.7403,5.1985,0.12663,-0.47776,1.378
10,2.9524,5.4318,0.12724,-0.57291,1.3736
10,3.1654,5.6669,0.087857,-0.59095,1.3378
10,3.3795,5.9039,0.04484,-0.65597,1.3055
10,3.595,6.143,0.1281,-0.65007,1.5083
10,3.8119,6.3843,0.14663,-0.7281,1.4684
10,4.0305,6.628,0.12956,-0.76608,1.2642
10,4.2509,6.8742,0.17237,-0.72869,1.2396
10,4.4731,7.1229,0.20231,-1.0316,1.3534
10,4.6973,7.3741,0.23065,-1.0891,1.4038
10,4.9236,7.6279,0.21504,-1.0566,1.2211
10,5.1518,7.8842,0.37017,-1.2242,1.3645
10,5.3821,8.1428,0.31612,-1.0266,1.2913
10,5.6142,8.4035,0.42777,-1.0969,1.3098
10,5.8481,8.6659,0.38787,-1.3473,1.2237
10,6.0834,8.9296,0.5114,-1.2296,0
10,1.0485,3.8031,0.21657,-0.0029152,1.4758
10,1.2592,4.0301,0.24899,-0.059197,1.5866
10,1.4695,4.2575,0.23076,-0.22888,1.4633
10,1.6797,4.4856,0.17907,-0.24408,1.4737
10,1.8898,4.7145,0.18405,-0.2551,1.4811
10,2.1001,4.9444,0.22302,-0.3546,1.5966
10,2.3108,5.1755,0.137,-0.40853,1.7283
10,2.5221,5.4081,0.16477,-0.44769,1.5618
10,2.734,5.6423,0.15616,-0.62471,1.5714
10,2.9469,5.8783,0.14484,-0.60239,1.3682
10,3.1609,6.1162,0.12476,-0.62208,1.3333
10,3.3761,6.3563,0.12807,-0.68673,1.3893
10,3.5927,6.5986,0.11286,-0.73177,1.4401
10,3.8109,6.8433,0.078526,-0.70744,1.444
10,4.0309,7.0905,0.20414,-0.98566,1.3063
10,4.2526,7.3403,0.17657,-1.0438,1.2585
10,4.4762,7.5926,0.21398,-1.0628,1.2965
10,4.7018,7.8474,0.26212,-1.0767,1.2573
10,4.9294,8.1047,0.37836,-1.2373,1.383
10,5.1589,8.3642,0.38091,-1.1882,1.237
10,5.3902,8.6257,0.35311,-1.1889,1.2137
10,5.6232,8.8888,0.48422,-1.1658,1.3137
10,5.8576,9.1531,0.45959,-1.506,1.3151
10,0.8275,4.0096,0.30003,-0.0028785,1.7293
10,1.0386,4.2371,0.2936,-0.036304,1.5777
10,1.2494,4.4651,0.2588,-0.19544,1.5138
10,1.4598,4.6937,0.19918,-0.23745,1.4514
10,1.6702,4.9233,0.19697,-0.24384,1.4422
10,1.8807,5.1539,0.20733,-0.34733,1.6099
10,2.0915,5.3859,0.20568,-0.35974,1.3913
10,2.3028,5.6193,0.16123,-0.40571,1.5872
10,2.5148,5.8543,0.11663,-0.47896,1.3919
10,2.7276,6.0912,0.051607,-0.68184,1.1837
10,2.9415,6.3301,0.10151,-0.62654,1.3069
10,3.1565,6.5712,0.10714,-0.66304,1.399
10,3.3729,6.8146,0.078908,-0.73236,1.4438
10,3.5908,7.0603,0.033629,-1.0388,1.3315
10,3.8103,7.3086,0.10166,-0.91859,1.1965
10,4.0316,7.5594,0.18466,-0.98062,1.3569
10,4.2547,7.8128,0.17192,-1.1589,1.2096
10,4.4797,8.0686,0.30689,-1.1819,1.4467
10,4.7066,8.3268,0.2132,-1.1694,1.3273
10,4.9353,8.5872,0.40288,-1.3255,1.208
10,5.1659,8.8494,0.38032,-1.2675,1.4112
10,5.398,9.1132,0.46697,-1.2946,1.3608
10,5.6315,9.3779,0.61852,-1.4251,1.1573
10,0.60505,4.2173,0.30611,-0.008638,1.5217
10,0.81667,4.4453,0.32963,-0.0092257,1.7076
10,1.0278,4.6739,0.28695,-0.11893,1.4992
10,1.2386,4.9033,0.27831,-0.20844,1.5229
10,1.4493,5.1336,0.23457,-0.26358,1.6575
10,1.6601,5.365,0.1812,-0.36253,1.5339
10,1.8711,5.5978,0.19697,-0.38443,1.4899
10,2.0825,5.832,0.13885,-0.40845,1.5184
10,2.2945,6.068,0.11947,-0.44923,1.4631
10,2.5074,6.3059,0.080299,-0.69543,1.3053
10,2.7211,6.5458,0.14437,-0.66915,1.4678
10,2.936,6.7879,0.13103,-0.68558,1.5256
10,3.1522,7.0324,0.096769,-0.92126,1.2995
10,3.3698,7.2792,-0.10289,-1.0498,1.2321
10,3.589,7.5285,0.052931,-0.93624,1.2522
10,3.8099,7.7804,0.12038,-1.1974,1.158
10,4.0325,8.0348,0.1812,-1.2454,1.2231
10,4.257,8.2916,0.17199,-1.1341,1.3431
10,4.4833,8.5507,0.17531,-1.1504,1.2952
10,4.7114,8.8118,0.2864,-1.2772,1.2248
10,4.9412,9.0747,0.38093,-1.2732,1.4041
10,5.1725,9.339,0.39381,-1.3076,1.4844
10,5.4052,9.604,0.44102,-1.3142,1.4337
10,0.38094,4.4264,0.33711,0.014145,1.6139
10,0.5931,4.655,0.34546,-0.010071,1.4875
10,0.80472,4.8843,0.29513,-0.14638,1.4262
10,1.016,5.1144,0.24932,-0.23076,1.5023
10,1.227,5.3454,0.15198,-0.37166,1.6021
10,1.4381,5.5777,0.16953,-0.27298,1.4131
10,1.6493,5.8114,0.14401,-0.36529,1.4212
10,1.8609,6.0466,0.12401,-0.4188,1.3988
10,2.0731,6.2836,0.13424,-0.46202,1.4211
10,2.2859,6.5225,0.14679,-0.59525,1.3801
10,2.4997,6.7634,0.15261,-0.66377,1.5363
10,2.7145,7.0066,0.11549,-0.69027,1.5023
10,2.9306,7.2521,0.07106,-0.75733,1.3124
10,3.148,7.5,0.090054,-0.8522,1.2664
10,3.3669,7.7504,0.051092,-0.98839,1.2928
10,3.5874,8.0033,0.15494,-1.0671,1.2001
10,3.8097,8.2587,0.16871,-1.1304,1.247
10,4.0337,8.5164,0.16136,-1.1661,1.2547
10,4.2594,8.7763,0.15941,-1.1513,1.3121
10,4.4869,9.0381,0.2092,-1.1995,1.1954
10,4.716,9.3016,0.41101,-1.3306,1.1821
10,4.9466,9.5661,0.43304,-1.3601,1.2619
10,5.1784,9.8313,0.4487,-1.3934,1.3147
10,0.15503,4.637,0.37798,0.051031,1.5616
10,0.36778,4.8663,0.3641,-0.0072586,1.3907
10,0.57993,5.0963,0.28063,-0.12531,1.3148
10,0.79165,5.3272,0.29341,-0.19411,1.3556
10,1.0031,5.5591,0.20877,-0.25588,1.5379
10,1.2145,5.7922,0.20814,-0.30575,1.5111
10,1.4261,6.0268,0.21991,-0.39331,1.4375
10,1.6379,6.263,0.19263,-0.4239,1.3994
10,1.8502,6.501,0.16166,-0.42877,1.4217
10,2.0632,6.7409,0.16714,-0.46411,1.3054
10,2.277,6.983,0.16269,-0.63266,1.3824
10,2.4918,7.2272,0.097662,-0.6992,1.3771
10,2.7078,7.4738,0.089622,-0.71971,1.3534
10,2.9251,7.7228,0.12089,-0.96501,1.2437
10,3.1438,7.9743,0.14079,-0.98633,1.3479
10,3.364,8.2282,0.05724,-1.0418,1.3753
10,3.5859,8.4844,0.14607,-1.1305,0
10,3.8095,8.743,0.22333,-1.241,1.2861
10,4.0347,9.0036,0.25001,-1.3885,1.3446
10,4.2616,9.266,0.21284,-1.3941,1.2663
10,4.4901,9.5298,0.29011,-1.4295,1.3857
10,4.72,9.7946,0.383,-1.296,1.358
10,4.951,10.06,0.37926,-1.3192,1.337
10,-0.072809,4.8492,0.42243,0.031168,1.3846
10,0.14057,5.0793,0.45695,-0.04225,1.4442
10,0.3533,5.3101,0.37905,-0.13149,1.4463
10,0.56555,5.5418,0.31386,-0.15032,1.3974
10,0.7775,5.7746,0.26256,-0.25378,1.4932
10,0.98933,6.0087,0.25777,-0.31613,1.356
10,1.2012,6.2442,0.16453,-0.4441,1.3665
10,1.4134,6.4815,0.22718,-0.43816,1.349
10,1.6259,6.7205,0.18623,-0.44264,1.3827
10,1.8391,6.9615,0.15808,-0.50763,1.1556
10,2.053,7.2046,0.2355,-0.70165,1.2638
10,2.2678,7.45,0.1343,-0.66616,1.3427
10,2.4838,7.6976,0.073471,-0.76466,1.2302
10,2.701,7.9477,0.093023,-0.73667,1.4048
10,2.9196,8.2001,0.14232,-0.80905,1.3853
10,3.1396,8.455,0.066391,-1.039,1.401
10,3.3612,8.7121,0.14638,-1.2597,1.2607
10,3.5844,8.9714,0.10868,-1.1768,1.2296
10,3.8092,9.2326,0.21206,-1.3009,1.3308
10,4.0356,9.4955,0.19566,-1.3449,1.2596
10,4.2635,9.7595,0.24272,-1.4175,1.3433
10,4.4927,10.024,0.34373,-1.4174,1.2806
10,4.723,10.289,0.32733,-1.2892,1.2282
11,5.1908,-0.10232,-0.22797,-0.5444,1.5923
11,5.4039,0.12677,-0.026727,-0.73658,1.3895
11,5.6179,0.35521,0.060182,-0.79995,1.4449
11,5.8328,0.58321,0.24374,-0.81616,1.4726
11,6.0489,0.81094,0.31054,-0.71277,1.432
11,6.2663,1.0386,0.41765,-0.71184,1.3959
11,6.4851,1.2664,0.46066,-0.73284,1.295
11,6.7056,1.4944,0.60506,-0.69864,1.3317
11,6.9279,1.723,0.59786,-0.68671,1.3039
11,7.152,1.9522,0.75852,-0.75509,1.3155
11,7.3782,2.1823,0.7552,-0.75122,1.2256
11,7.6065,2.4135,0.51039,-0.8768,1.1898
11,7.837,2.6458,0.70825,-0.78934,1.1652
11,8.0698,2.8794,0.77591,-0.84149,1.4222
11,8.3047,3.1145,0.76466,-0.85552,1.4882
11,8.5418,3.3512,0.68293,-0.88778,1.4694
11,8.781,3.5895,0.58903,-0.99434,1.3348
11,9.0221,3.8295,0.71235,-0.9612,1.4559
